speaker_name,year,sum_male,sum_female,sum_neutral_female,sum_neutral_male,sum_neutral,ratio_neutral_male,ratio_neutral_female
J. Gordon Cooney Jr.,2010,0,0,0,0,0,0,0
Steven F. Hubachek,2010,0,0,0,0,0,0,0
Edwin S. Kneedler,2010,0,0,0,0,0,0,0
John R. Kroger,2010,0,0,0,0,0,0,0
Steven T. Wax,2010,0,0,0,0,0,0,0
Alfredo Parrish,2010,0,0,0,0,0,0,0
Roy W. McLeese,2010,0,0,0,0,0,0,0
Adam G. Ciongoli,2010,0,0,0,0,0,0,0
David E. Mills,2010,0,0,0,0,0,0,0
Benjamin C. Mizer,2010,0,0,0,0,0,0,0
Sean E. Summers,2010,0,0,0,0,0,0,0
Margie J. Phelps,2010,0,0,0,0,0,0,0
Theodore B. Olson,2010,0,0,0,0,0,0,0
Stephen R. Bruce,2010,0,0,0,0,0,0,0
Edwin S. Kneedler,2010,0,0,0,0,0,0,0
James H. Kaster,2010,0,0,0,0,0,0,0
Jeffrey B. Wall,2010,0,0,0,0,0,0,0
Carter G. Phillips,2010,0,0,0,0,0,0,0
Theodore B. Olson,2010,0,0,0,0,0,0,0
Matthew D. Roberts,2010,0,0,0,0,0,0,0
Anthony A. Yang,2010,0,0,0,0,0,0,0
Danielle Spinelli,2010,0,0,0,0,0,0,0
Aaron L. Weisman,2010,0,0,0,0,0,0,0
Judith H. Mizner,2010,0,0,0,0,0,0,0
Andrew J. Pincus,2010,0,0,0,0,0,0,0
Deepak Gupta,2010,0,0,0,0,0,0,0
Robert C. Owen,2010,0,0,0,0,0,0,0
Gregory S. Coleman,2010,0,0,0,0,0,0,0
Christopher P. Burke,2010,0,0,0,0,0,0,0
Deanne E. Maynard,2010,0,0,0,0,0,0,0
Nicole A. Saharsky,2010,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2010,0,0,0,0,0,0,0
Michael J. Donahoe,2010,0,0,0,0,0,0,0
Neal Kumar Katyal,2010,0,0,0,0,0,0,0
Paula S. Bickett,2010,0,0,0,0,0,0,0
Paul Bender,2010,0,0,0,0,0,0,0
Jay P. Lefkowitz,2010,0,0,0,0,0,0,0
Louis M. Bograd,2010,0,0,0,0,0,0,0
Edwin S. Kneedler,2010,0,0,0,0,0,0,0
Todd Marshall,2010,0,0,0,0,0,0,0
Michael B. Bigelow,2010,0,0,0,0,0,0,0
Seth P. Waxman,2010,0,0,0,0,0,0,0
Leondra R. Kruger,2010,0,0,0,0,0,0,0
Stephanos Bibas,2010,0,0,0,0,0,0,0
E. Joshua Rosenkranz,2010,0,0,0,0,0,0,0
Mark T. Stancil,2010,0,0,0,0,0,0,0
Peter D. Keisler,2010,0,0,0,0,0,0,0
Neal Kumar Katyal,2010,0,0,0,0,0,0,0
Barbara D. Underwood,2010,0,0,0,0,0,0,0
Kent L. Richland,2010,0,0,0,0,0,0,0
Malcolm L. Stewart,2010,0,0,0,0,0,0,0
"Roy T. Englert, Jr.",2010,0,0,0,0,0,0,0
Steven Alan Reiss,2010,0,0,0,0,0,0,0
Jonathan A. Willens,2010,0,0,0,0,0,0,0
Melissa Arbus Sherry,2010,0,0,0,0,0,0,0
Charles A. Rothfeld,2010,0,0,0,0,0,0,0
David C. Frederick,2010,0,0,0,0,0,0,0
William R. Maurer,2010,0,0,0,0,0,0,0
Bradley S. Phillips,2010,0,0,0,0,0,0,0
William M. Jay,2010,0,0,0,0,0,0,0
Theodore J. Boutrous Jr.,2010,0,0,0,0,0,0,0
Joseph M. Sellers,2010,0,0,0,0,0,0,0
Thomas G. Hungar,2010,0,0,0,0,0,0,0
Seth P. Waxman,2010,0,0,0,0,0,0,0
Malcolm L. Stewart,2010,0,0,0,0,0,0,0
John J. Bursch,2010,0,0,0,0,0,0,0
Eric D. Miller,2010,0,0,0,0,0,0,0
Scott H. Angstreich,2010,0,0,0,0,0,0,0
Pratik A. Shah,2010,0,0,0,0,0,0,0
Steven D. Gordon,2010,0,0,0,0,0,0,0
Stephen C. Gordon,2010,0,0,0,0,0,0,0
Curtis E. Gannon,2010,0,0,0,0,0,0,0
Reuben C. Cahn,2010,0,0,0,0,0,0,0
Matthew D. Roberts,2010,0,0,0,0,0,0,0
Stephanos Bibas,2010,0,0,0,0,0,0,0
Stephen M. Crawford,2010,0,0,0,0,0,0,0
Sarah E. Harrington,2010,0,0,0,0,0,0,0
John P. Elwood,2010,0,0,0,0,0,0,0
E. Joshua Rosenkranz,2010,0,0,0,0,0,0,0
William Dunnegan,2010,0,0,0,0,0,0,0
R. Ted Cruz,2010,0,0,0,0,0,0,0
Meir Feder,2010,0,0,0,0,0,0,0
Benjamin J. Horwich,2010,0,0,0,0,0,0,0
Bridget C. Asay,2010,0,0,0,0,0,0,0
Edwin S. Kneedler,2010,0,0,0,0,0,0,0
Thomas C. Goldstein,2010,0,0,0,0,0,0,0
Neal Kumar Katyal,2010,0,0,0,0,0,0,0
Lee Gelernt,2010,0,0,0,0,0,0,0
Karin S. Schwartz,2011,0,0,0,0,0,0,0
Edwin S. Kneedler,2011,0,0,0,0,0,0,0
Carter G. Phillips,2011,0,0,0,0,0,0,0
Robert D. Bartels,2011,0,0,0,0,0,0,0
Kent E. Cattani,2011,0,0,0,0,0,0,0
Jeffrey B. Wall,2011,0,0,0,0,0,0,0
Michael L. Foreman,2011,0,0,0,0,0,0,0
John B. Howard Jr.,2011,0,0,0,0,0,0,0
Patricia A. Millett,2011,0,0,0,0,0,0,0
Nicole A. Saharsky,2011,0,0,0,0,0,0,0
Michael A. McGill,2011,0,0,0,0,0,0,0
Eric J. Feigin,2011,0,0,0,0,0,0,0
Raymond A. Cardozo,2011,0,0,0,0,0,0,0
Kevin K. Russell,2011,0,0,0,0,0,0,0
Ann O'Connell,2011,0,0,0,0,0,0,0
Thomas M. Hefferon,2011,0,0,0,0,0,0,0
Damien M. Schiff,2011,0,0,0,0,0,0,0
Malcolm L. Stewart,2011,0,0,0,0,0,0,0
Jonathan S. Franklin,2011,0,0,0,0,0,0,0
Pratik A. Shah,2011,0,0,0,0,0,0,0
John F. Preis,2011,0,0,0,0,0,0,0
William J. Young,2011,0,0,0,0,0,0,0
Jeremiah A. Collins,2011,0,0,0,0,0,0,0
Stephen M. Shapiro,2011,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2011,0,0,0,0,0,0,0
Richard P. Bress,2011,0,0,0,0,0,0,0
Scott L. Nelson,2011,0,0,0,0,0,0,0
Gregory G. Garre,2011,0,0,0,0,0,0,0
Stephanos Bibas,2011,0,0,0,0,0,0,0
Eric D. Miller,2011,0,0,0,0,0,0,0
Ginger D. Anders,2011,0,0,0,0,0,0,0
Aaron M. Panner,2011,0,0,0,0,0,0,0
Michael R. Dreeben,2011,0,0,0,0,0,0,0
Stephen C. Leckar,2011,0,0,0,0,0,0,0
Christopher Landau,2011,0,0,0,0,0,0,0
Jeffrey B. Wall,2011,0,0,0,0,0,0,0
Jeffrey I. Tilden,2011,0,0,0,0,0,0,0
Ward A. Campbell,2011,0,0,0,0,0,0,0
Seth P. Waxman,2011,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2011,0,0,0,0,0,0,0
Carter G. Phillips,2011,0,0,0,0,0,0,0
Seth P. Waxman,2011,0,0,0,0,0,0,0
Clifford M. Sloan,2011,0,0,0,0,0,0,0
Dustin McDaniel,2011,0,0,0,0,0,0,0
Joshua T. Gillelan II,2011,0,0,0,0,0,0,0
Joseph R. Palmore,2011,0,0,0,0,0,0,0
Peter D. Keisler,2011,0,0,0,0,0,0,0
Michael S. Fried,2011,0,0,0,0,0,0,0
Dan Himmelfarb,2011,0,0,0,0,0,0,0
Leondra R. Kruger,2011,0,0,0,0,0,0,0
Stephen B. Kinnaird,2011,0,0,0,0,0,0,0
Charles A. Rothfeld,2011,0,0,0,0,0,0,0
John J. Bursch,2011,0,0,0,0,0,0,0
William M. Jay,2011,0,0,0,0,0,0,0
Valerie R. Newman,2011,0,0,0,0,0,0,0
Paul D. Clement,2011,0,0,0,0,0,0,0
Edwin S. Kneedler,2011,0,0,0,0,0,0,0
Gregory G. Garre,2011,0,0,0,0,0,0,0
Steven J. Wells,2011,0,0,0,0,0,0,0
Benjamin J. Horwich,2011,0,0,0,0,0,0,0
Susan K. Smith,2011,0,0,0,0,0,0,0
Chris Koster,2011,0,0,0,0,0,0,0
Anthony A. Yang,2011,0,0,0,0,0,0,0
Emmett D. Queener,2011,0,0,0,0,0,0,0
Paul D. Clement,2011,0,0,0,0,0,0,0
Joseph R. Palmore,2011,0,0,0,0,0,0,0
David C. Frederick,2011,0,0,0,0,0,0,0
Anthony T. Falzone,2011,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2011,0,0,0,0,0,0,0
Douglas Laycock,2011,0,0,0,0,0,0,0
Leondra R. Kruger,2011,0,0,0,0,0,0,0
"Walter E. Dellinger, III",2011,0,0,0,0,0,0,0
Thomas J. Whalen,2011,0,0,0,0,0,0,0
Curtis E. Gannon,2011,0,0,0,0,0,0,0
Gregory G. Garre,2011,0,0,0,0,0,0,0
John C. Neiman Jr.,2011,0,0,0,0,0,0,0
Jeffrey L. Fisher,2011,0,0,0,0,0,0,0
Ronald Eisenberg,2011,0,0,0,0,0,0,0
Candace Cain,2011,0,0,0,0,0,0,0
Melissa Arbus Sherry,2011,0,0,0,0,0,0,0
John J. Bursch,2011,0,0,0,0,0,0,0
Ginger D. Anders,2011,0,0,0,0,0,0,0
Elizabeth L. Jacobs,2011,0,0,0,0,0,0,0
Mark C. Fleming,2011,0,0,0,0,0,0,0
Curtis E. Gannon,2011,0,0,0,0,0,0,0
Nathan Lewin,2011,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2011,0,0,0,0,0,0,0
Timothy T. Coates,2011,0,0,0,0,0,0,0
Sri Srinivasan,2011,0,0,0,0,0,0,0
Paul R. Q. Wolfson,2011,0,0,0,0,0,0,0
Aaron M. Panner,2011,0,0,0,0,0,0,0
Jeffrey A. Lamken,2011,0,0,0,0,0,0,0
Anthony A. Yang,2011,0,0,0,0,0,0,0
Jason D. Hawkins,2011,0,0,0,0,0,0,0
William M. Jay,2011,0,0,0,0,0,0,0
Evan A. Young,2011,0,0,0,0,0,0,0
Andrew J. Pincus,2011,0,0,0,0,0,0,0
John C. Jones,2011,0,0,0,0,0,0,0
Kannon K. Shanmugam,2011,0,0,0,0,0,0,0
Donna R. Andrieu,2011,0,0,0,0,0,0,0
James F. Hurst,2011,0,0,0,0,0,0,0
Benjamin J. Horwich,2011,0,0,0,0,0,0,0
Mark A. Perry,2011,0,0,0,0,0,0,0
Brian W. Carroll,2011,0,0,0,0,0,0,0
Anita Alvarez,2011,0,0,0,0,0,0,0
Michael R. Dreeben,2011,0,0,0,0,0,0,0
Susan M. Freeman,2011,0,0,0,0,0,0,0
Pratik A. Shah,2011,0,0,0,0,0,0,0
Patricia A. Millett,2011,0,0,0,0,0,0,0
Jonathan F. Mitchell,2011,0,0,0,0,0,0,0
Ann O'Connell,2011,0,0,0,0,0,0,0
Richard Guerriero,2011,0,0,0,0,0,0,0
Michael A. Delaney,2011,0,0,0,0,0,0,0
Nicole A. Saharsky,2011,0,0,0,0,0,0,0
Thomas C. Goldstein,2011,0,0,0,0,0,0,0
Carter G. Phillips,2011,0,0,0,0,0,0,0
Nicole A. Saharsky,2011,0,0,0,0,0,0,0
Michael W. McConnell,2011,0,0,0,0,0,0,0
Scott L. Nelson,2011,0,0,0,0,0,0,0
Bryan A. Stevenson,2011,0,0,0,0,0,0,0
Bryan A. Stevenson,2011,0,0,0,0,0,0,0
John C. Neiman Jr.,2011,0,0,0,0,0,0,0
Kent G. Holt,2011,0,0,0,0,0,0,0
Kathleen A. Lord,2011,0,0,0,0,0,0,0
Daniel D. Domenico,2011,0,0,0,0,0,0,0
Melissa Arbus Sherry,2011,0,0,0,0,0,0,0
Malcolm L. Stewart,2011,0,0,0,0,0,0,0
Gregory G. Garre,2011,0,0,0,0,0,0,0
Eric D. Miller,2011,0,0,0,0,0,0,0
Charles A. Rothfeld,2011,0,0,0,0,0,0,0
Mark T. Stancil,2011,0,0,0,0,0,0,0
Paul D. Clement,2011,0,0,0,0,0,0,0
David M. Neff,2011,0,0,0,0,0,0,0
Deanne E. Maynard,2011,0,0,0,0,0,0,0
Sarah E. Harrington,2011,0,0,0,0,0,0,0
Beau B. Brindley,2011,0,0,0,0,0,0,0
Anthony A. Yang,2011,0,0,0,0,0,0,0
Thomas C. Goldstein,2011,0,0,0,0,0,0,0
Malcolm L. Stewart,2011,0,0,0,0,0,0,0
Paul D. Clement,2011,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2011,0,0,0,0,0,0,0
Jonathan D. Libby,2011,0,0,0,0,0,0,0
Eric D. Miller,2011,0,0,0,0,0,0,0
Patricia A. Millett,2011,0,0,0,0,0,0,0
Matthew T. Nelson,2011,0,0,0,0,0,0,0
Sean R. Gallagher,2011,0,0,0,0,0,0,0
Sri Srinivasan,2011,0,0,0,0,0,0,0
David A. Lane,2011,0,0,0,0,0,0,0
"Robert A. Long, Jr.",2011,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2011,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2011,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2011,0,0,0,0,0,0,0
Gregory G. Katsas,2011,0,0,0,0,0,0,0
Paul D. Clement,2011,0,0,0,0,0,0,0
Paul D. Clement,2011,0,0,0,0,0,0,0
Paul D. Clement,2011,0,0,0,0,0,0,0
Michael A. Carvin,2011,0,0,0,0,0,0,0
Edwin S. Kneedler,2011,0,0,0,0,0,0,0
"H. Bartow Farr, III",2011,0,0,0,0,0,0,0
Harvey A. Schwartz,2011,0,0,0,0,0,0,0
Eric J. Feigin,2011,0,0,0,0,0,0,0
Mark R. Freeman,2011,0,0,0,0,0,0,0
Carter G. Phillips,2011,0,0,0,0,0,0,0
Stephen E. Eberhardt,2011,0,0,0,0,0,0,0
Michael R. Dreeben,2011,0,0,0,0,0,0,0
Miguel A. Estrada,2011,0,0,0,0,0,0,0
Paul D. Clement,2011,0,0,0,0,0,0,0
Sri Srinivasan,2011,0,0,0,0,0,0,0
Jose Garza,2011,0,0,0,0,0,0,0
Jeffrey L. Fisher,2011,0,0,0,0,0,0,0
Laura G. Ferguson,2011,0,0,0,0,0,0,0
Curtis E. Gannon,2011,0,0,0,0,0,0,0
Carter G. Phillips,2011,0,0,0,0,0,0,0
Michael R. Dreeben,2011,0,0,0,0,0,0,0
Paul L. Hoffman,2012,0,0,0,0,0,0,0
Paul L. Hoffman,2012,0,0,0,0,0,0,0
Edwin S. Kneedler,2012,0,0,0,0,0,0,0
Edwin S. Kneedler,2012,0,0,0,0,0,0,0
Kathleen M. Sullivan,2012,0,0,0,0,0,0,0
Kathleen M. Sullivan,2012,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2012,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2012,0,0,0,0,0,0,0
Jameel Jaffer,2012,0,0,0,0,0,0,0
Sri Srinivasan,2012,0,0,0,0,0,0,0
John G. Jacobs,2012,0,0,0,0,0,0,0
Stephanie Brenan,2012,0,0,0,0,0,0,0
Kurt D. Hermansen,2012,0,0,0,0,0,0,0
Gregory G. Garre,2012,0,0,0,0,0,0,0
Nicole A. Saharsky,2012,0,0,0,0,0,0,0
Howard K. Blumberg,2012,0,0,0,0,0,0,0
Thomas C. Horne,2012,0,0,0,0,0,0,0
Leticia Marquez,2012,0,0,0,0,0,0,0
Alexandra T. Schimmer,2012,0,0,0,0,0,0,0
Scott Michelman,2012,0,0,0,0,0,0,0
Ann O'Connell,2012,0,0,0,0,0,0,0
Mary E. Maguire,2012,0,0,0,0,0,0,0
Michael R. Dreeben,2012,0,0,0,0,0,0,0
Warren A. Wolf,2012,0,0,0,0,0,0,0
Andrew S. Oldham,2012,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2012,0,0,0,0,0,0,0
Christopher J. Paolella,2012,0,0,0,0,0,0,0
Anthony A. Yang,2012,0,0,0,0,0,0,0
Jeffrey S. Bucholtz,2012,0,0,0,0,0,0,0
Ronald Mann,2012,0,0,0,0,0,0,0
Neal Kumar Katyal,2012,0,0,0,0,0,0,0
Anthony A. Yang,2012,0,0,0,0,0,0,0
Seth P. Waxman,2012,0,0,0,0,0,0,0
David C. Frederick,2012,0,0,0,0,0,0,0
Melissa Arbus Sherry,2012,0,0,0,0,0,0,0
Thomas M. Michel,2012,0,0,0,0,0,0,0
Jane Webre,2012,0,0,0,0,0,0,0
Benjamin J. Horwich,2012,0,0,0,0,0,0,0
Seth P. Waxman,2012,0,0,0,0,0,0,0
Allison M. Zieve,2012,0,0,0,0,0,0,0
Eric J. Feigin,2012,0,0,0,0,0,0,0
Lisa S. Blatt,2012,0,0,0,0,0,0,0
Daniel H. Ruttenberg,2012,0,0,0,0,0,0,0
Steffen N. Johnson,2012,0,0,0,0,0,0,0
Elaine J. Goldenberg,2012,0,0,0,0,0,0,0
Edwin S. Kneedler,2012,0,0,0,0,0,0,0
John F. Manning,2012,0,0,0,0,0,0,0
Robert L. Roth,2012,0,0,0,0,0,0,0
Lewis J. Liman,2012,0,0,0,0,0,0,0
Jeffrey B. Wall,2012,0,0,0,0,0,0,0
Neal Kumar Katyal,2012,0,0,0,0,0,0,0
Joseph R. Palmore,2012,0,0,0,0,0,0,0
Matthew W.H. Wessler,2012,0,0,0,0,0,0,0
David A. Moran,2012,0,0,0,0,0,0,0
Timothy A. Baughman,2012,0,0,0,0,0,0,0
Curtis E. Gannon,2012,0,0,0,0,0,0,0
Michael E. Manely,2012,0,0,0,0,0,0,0
Nicole A. Saharsky,2012,0,0,0,0,0,0,0
Stephen J. Cullen,2012,0,0,0,0,0,0,0
James A. Feldman,2012,0,0,0,0,0,0,0
Pratik A. Shah,2012,0,0,0,0,0,0,0
"John N. Koester, Jr.",2012,0,0,0,0,0,0,0
Nicole A. Saharsky,2012,0,0,0,0,0,0,0
Steven R. Shapiro,2012,0,0,0,0,0,0,0
Paul J. Beard II,2012,0,0,0,0,0,0,0
Paul R. Q. Wolfson,2012,0,0,0,0,0,0,0
Edwin S. Kneedler,2012,0,0,0,0,0,0,0
Theodore J. Boutrous Jr.,2012,0,0,0,0,0,0,0
David C. Frederick,2012,0,0,0,0,0,0,0
Thomas M. Byrne,2012,0,0,0,0,0,0,0
Bill D. Bensinger,2012,0,0,0,0,0,0,0
Curtis E. Gannon,2012,0,0,0,0,0,0,0
Thomas C. Goldstein,2012,0,0,0,0,0,0,0
A. J. Kramer,2012,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2012,0,0,0,0,0,0,0
Eric Schnapper,2012,0,0,0,0,0,0,0
Sarah E. Harrington,2012,0,0,0,0,0,0,0
Katherine Winfree,2012,0,0,0,0,0,0,0
Michael R. Dreeben,2012,0,0,0,0,0,0,0
Kannon K. Shanmugam,2012,0,0,0,0,0,0,0
Timothy S. Bishop,2012,0,0,0,0,0,0,0
Malcolm L. Stewart,2012,0,0,0,0,0,0,0
Jeffrey L. Fisher,2012,0,0,0,0,0,0,0
Bert W. Rein,2012,0,0,0,0,0,0,0
Gregory G. Garre,2012,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2012,0,0,0,0,0,0,0
Timothy T. Coates,2012,0,0,0,0,0,0,0
Pratik A. Shah,2012,0,0,0,0,0,0,0
Aaron Colangelo,2012,0,0,0,0,0,0,0
Deepak Gupta,2012,0,0,0,0,0,0,0
"E. Duncan Getchell, Jr.",2012,0,0,0,0,0,0,0
Daniel R. Ortiz,2012,0,0,0,0,0,0,0
Sri Srinivasan,2012,0,0,0,0,0,0,0
Gregory G. Garre,2012,0,0,0,0,0,0,0
James F. Goodhart,2012,0,0,0,0,0,0,0
Edwin S. Kneedler,2012,0,0,0,0,0,0,0
Jeffrey L. Fisher,2012,0,0,0,0,0,0,0
Curtis E. Gannon,2012,0,0,0,0,0,0,0
David C. Frederick,2012,0,0,0,0,0,0,0
E. Joshua Rosenkranz,2012,0,0,0,0,0,0,0
Theodore B. Olson,2012,0,0,0,0,0,0,0
Malcolm L. Stewart,2012,0,0,0,0,0,0,0
Thomas C. Goldstein,2012,0,0,0,0,0,0,0
Pratik A. Shah,2012,0,0,0,0,0,0,0
Kannon K. Shanmugam,2012,0,0,0,0,0,0,0
Jeffrey B. Wall,2012,0,0,0,0,0,0,0
Mark P. Walters,2012,0,0,0,0,0,0,0
Melissa Arbus Sherry,2012,0,0,0,0,0,0,0
Seth P. Waxman,2012,0,0,0,0,0,0,0
Daniel N. Lerman,2012,0,0,0,0,0,0,0
John F. Bash,2012,0,0,0,0,0,0,0
Steven S. Rosenthal,2012,0,0,0,0,0,0,0
Gregory G. Garre,2012,0,0,0,0,0,0,0
Joseph R. Palmore,2012,0,0,0,0,0,0,0
Glen P. Gifford,2012,0,0,0,0,0,0,0
Jeffrey L. Fisher,2012,0,0,0,0,0,0,0
Michael R. Dreeben,2012,0,0,0,0,0,0,0
Miguel A. Estrada,2012,0,0,0,0,0,0,0
Barry Barnett,2012,0,0,0,0,0,0,0
Charles A. Rothfeld,2012,0,0,0,0,0,0,0
Ann O'Connell,2012,0,0,0,0,0,0,0
Lisa S. Blatt,2012,0,0,0,0,0,0,0
Sarah E. Harrington,2012,0,0,0,0,0,0,0
Patricia A. Gilley,2012,0,0,0,0,0,0,0
Jeffrey B. Wall,2012,0,0,0,0,0,0,0
Dan B. Johnson,2012,0,0,0,0,0,0,0
Benjamin J. Horwich,2012,0,0,0,0,0,0,0
James W. Dabney,2012,0,0,0,0,0,0,0
Ginger D. Anders,2012,0,0,0,0,0,0,0
Thomas C. Goldstein,2012,0,0,0,0,0,0,0
Richard Bourke,2012,0,0,0,0,0,0,0
Carla S. Sigler,2012,0,0,0,0,0,0,0
Sri Srinivasan,2012,0,0,0,0,0,0,0
David W. Bowker,2012,0,0,0,0,0,0,0
Michael W. McConnell,2012,0,0,0,0,0,0,0
Joseph R. Palmore,2012,0,0,0,0,0,0,0
John J. Bursch,2012,0,0,0,0,0,0,0
Chad A. Readler,2012,0,0,0,0,0,0,0
Michael K. Kellogg,2012,0,0,0,0,0,0,0
Paul D. Clement,2012,0,0,0,0,0,0,0
Malcolm L. Stewart,2012,0,0,0,0,0,0,0
Seth P. Waxman,2012,0,0,0,0,0,0,0
Eric D. Katz,2012,0,0,0,0,0,0,0
Jay P. Lefkowitz,2012,0,0,0,0,0,0,0
Anthony A. Yang,2012,0,0,0,0,0,0,0
David C. Frederick,2012,0,0,0,0,0,0,0
Charles J. Cooper,2012,0,0,0,0,0,0,0
Theodore B. Olson,2012,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2012,0,0,0,0,0,0,0
Eric J. Feigin,2012,0,0,0,0,0,0,0
Robert M. Yablon,2012,0,0,0,0,0,0,0
Benjamin J. Horwich,2012,0,0,0,0,0,0,0
Robert T. Fishman,2012,0,0,0,0,0,0,0
Jeffrey L. Fisher,2012,0,0,0,0,0,0,0
Alan K. Curry,2012,0,0,0,0,0,0,0
Ginger D. Anders,2012,0,0,0,0,0,0,0
Joseph R. Guerra,2012,0,0,0,0,0,0,0
Paul D. Clement,2012,0,0,0,0,0,0,0
Vicki C. Jackson,2012,0,0,0,0,0,0,0
Sri Srinivasan,2012,0,0,0,0,0,0,0
Paul D. Clement,2012,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2012,0,0,0,0,0,0,0
Roberta A. Kaplan,2012,0,0,0,0,0,0,0
Paul D. Clement,2012,0,0,0,0,0,0,0
Sarah E. Harrington,2012,0,0,0,0,0,0,0
Christopher A. Hansen,2012,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2012,0,0,0,0,0,0,0
Gregory A. Castanias,2012,0,0,0,0,0,0,0
Lisa S. Blatt,2012,0,0,0,0,0,0,0
Paul D. Clement,2012,0,0,0,0,0,0,0
Charles A. Rothfeld,2012,0,0,0,0,0,0,0
Edwin S. Kneedler,2012,0,0,0,0,0,0,0
Malcolm L. Stewart,2012,0,0,0,0,0,0,0
Jeffrey I. Weinberger,2012,0,0,0,0,0,0,0
Michael R. Dreeben,2012,0,0,0,0,0,0,0
M. Carolyn Fuentes,2012,0,0,0,0,0,0,0
Paul D. Clement,2012,0,0,0,0,0,0,0
Ann O'Connell,2012,0,0,0,0,0,0,0
Daryl Joseffer,2012,0,0,0,0,0,0,0
Brian P. Lauten,2012,0,0,0,0,0,0,0
Melissa Arbus Sherry,2012,0,0,0,0,0,0,0
Andre D. Bouffard,2012,0,0,0,0,0,0,0
Brian C. Shaughnessy,2012,0,0,0,0,0,0,0
Lewis S. Yelin,2012,0,0,0,0,0,0,0
John J. Bursch,2012,0,0,0,0,0,0,0
Kenneth M. Mogill,2012,0,0,0,0,0,0,0
Stephen B. Kinnaird,2012,0,0,0,0,0,0,0
Eric J. Feigin,2012,0,0,0,0,0,0,0
Thomas C. Horne,2012,0,0,0,0,0,0,0
Patricia A. Millett,2012,0,0,0,0,0,0,0
Sri Srinivasan,2012,0,0,0,0,0,0,0
Bert W. Rein,2012,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2012,0,0,0,0,0,0,0
Debo P. Adegbile,2012,0,0,0,0,0,0,0
John F. Maddrey,2012,0,0,0,0,0,0,0
"Christopher G. Browning, Jr.",2012,0,0,0,0,0,0,0
Ginger D. Anders,2012,0,0,0,0,0,0,0